mjd,mag,magerr
290408,3167,0.05
303240,2644,0.05
315092,966,0.05
329326,1032,0.05
347641,7067,0.05
364407,2136,0.05
379458,2852,0.05
394907,3230,0.05
414459,1672,0.05
425626,3243,0.05
442859,1438,0.05
454224,4674,0.05
473248,3769,0.05
490226,1384,0.05
500644,1329,0.05
510578,2015,0.05
532208,2052,0.05
545158,2958,0.05
557425,1931,0.05
566140,1660,0.05
566140,1660,0.05
596358,3772,0.05
606692,728,0.05
621975,3635,0.05
631228,747,0.05
648125,1967,0.05
654825,2205,0.05
667442,1837,0.05
678761,1924,0.05
694707,1410,0.05
700275,682,0.05
713292,1949,0.05
728209,1263,0.05
735875,3712,0.05
747695,818,0.05
758190,4523,0.05
795741,3049,0.05
803891,449,0.05
815073,2260,0.05
835658,2156,0.05
847375,3835,0.05
847375,3835,0.05
872475,2035,0.05
887308,2184,0.05
898525,2111,0.05
912277,3264,0.05
922508,2417,0.05
932707,1406,0.05
941142,2091,0.05
951441,1828,0.05
966380,18954,0.05
997873,3104,0.05
1009939,1970,0.05
1018373,1372,0.05
1026541,1309,0.05
1035374,711,0.05
1045109,1080,0.05
1051108,1225,0.05
1071830,2236,0.05
1084064,2453,0.05
1094044,949,0.05
1108324,876,0.05
1108324,876,0.05
1117250,350,0.05
1125206,2318,0.05
1136277,2065,0.05
1149306,1691,0.05
1163674,1791,0.05
1170424,1068,0.05
1177924,452,0.05
1186157,491,0.05
1195923,3201,0.05
1208607,2171,0.05
1221023,3652,0.05
1229224,909,0.05
1268772,1519,0.05
1282958,1574,0.05
1297758,1816,0.05
1308258,1766,0.05
1313807,829,0.05
1333440,1863,0.05
1344241,2641,0.05
1355723,2482,0.05
1355723,2482,0.05
