mjd,mag,magerr
172830,1354,0.05
182440,1404,0.05
192143,1667,0.05
203583,702,0.05
208811,590,0.05
216894,1274,0.05
226237,1035,0.05
233434,1806,0.05
244997,1942,0.05
260019,1229,0.05
268617,859,0.05
282180,275,0.05
287034,1001,0.05
294913,224,0.05
298276,206,0.05
301219,228,0.05
307206,1918,0.05
315768,200,0.05
320268,250,0.05
329486,251,0.05
329486,251,0.05
338831,238,0.05
341892,366,0.05
346369,283,0.05
351453,242,0.05
364569,1620,0.05
371842,125,0.05
376180,160,0.05
379091,146,0.05
388640,509,0.05
395768,457,0.05
400166,209,0.05
403914,188,0.05
408429,165,0.05
412090,172,0.05
415338,183,0.05
419423,160,0.05
423739,138,0.05
427255,162,0.05
431635,127,0.05
435366,149,0.05
435366,149,0.05
443829,101,0.05
446661,139,0.05
451143,154,0.05
455058,141,0.05
459361,140,0.05
462119,147,0.05
472069,145,0.05
474764,148,0.05
480281,134,0.05
483530,144,0.05
486292,150,0.05
489675,156,0.05
493057,161,0.05
496021,141,0.05
500807,157,0.05
507239,142,0.05
509914,141,0.05
512814,154,0.05
516580,154,0.05
520411,168,0.05
520411,168,0.05
528442,175,0.05
531522,236,0.05
534739,224,0.05
538452,182,0.05
540817,152,0.05
543267,204,0.05
545983,219,0.05
548078,176,0.05
551680,175,0.05
554796,243,0.05
557794,182,0.05
560527,159,0.05
563908,181,0.05
566473,383,0.05
569357,172,0.05
572605,137,0.05
575621,130,0.05
579584,183,0.05
582765,178,0.05
586665,186,0.05
586665,186,0.05
