mjd,mag,magerr
168352,4470,0.05
179550,2882,0.05
187541,4593,0.05
198183,5384,0.05
206223,2568,0.05
210928,5954,0.05
222977,3244,0.05
228744,4677,0.05
241129,3839,0.05
252570,7422,0.05
265079,3500,0.05
272323,9840,0.05
283535,3461,0.05
292313,2581,0.05
296398,1859,0.05
299693,1485,0.05
302493,4692,0.05
313058,2648,0.05
317106,3137,0.05
321737,7729,0.05
321737,7729,0.05
331171,7643,0.05
340291,1583,0.05
343644,2705,0.05
347886,3545,0.05
352755,11796,0.05
369726,2078,0.05
373179,2985,0.05
377557,1510,0.05
380362,8256,0.05
392152,3595,0.05
397652,2493,0.05
401649,2249,0.05
405302,3105,0.05
409679,2387,0.05
413333,1989,0.05
416605,2799,0.05
420605,3108,0.05
424919,2321,0.05
428520,3091,0.05
432765,2582,0.05
432765,2582,0.05
438866,4918,0.05
444910,1732,0.05
447841,3280,0.05
452374,2657,0.05
456173,3172,0.05
460455,1643,0.05
463503,8552,0.05
473297,1451,0.05
475885,4380,0.05
481480,2033,0.05
484738,1534,0.05
487476,2183,0.05
490757,2282,0.05
494208,1787,0.05
497140,3651,0.05
501970,5252,0.05
508453,1441,0.05
511133,1662,0.05
513948,2607,0.05
517888,2495,0.05
517888,2495,0.05
523523,4899,0.05
529659,1846,0.05
533092,1631,0.05
536056,2373,0.05
539810,988,0.05
542252,999,0.05
544752,1211,0.05
547301,753,0.05
549441,2223,0.05
552899,1877,0.05
556063,1705,0.05
559062,1445,0.05
561710,2172,0.05
565074,1380,0.05
568132,1209,0.05
570571,2011,0.05
573756,1839,0.05
577739,1819,0.05
580836,1912,0.05
583935,2702,0.05
583935,2702,0.05
