mjd,mag,magerr
297836,1872,0.05
310906,602,0.05
322114,1418,0.05
331565,327,0.05
341704,2612,0.05
353829,1471,0.05
363704,4604,0.05
382336,2532,0.05
397196,1040,0.05
405426,5826,0.05
428113,1691,0.05
436932,976,0.05
445765,3447,0.05
458439,2893,0.05
468710,1678,0.05
483473,1067,0.05
495293,1471,0.05
505182,2126,0.05
515862,1854,0.05
524209,1539,0.05
524209,1539,0.05
561063,1453,0.05
570174,1078,0.05
579167,1805,0.05
590375,1053,0.05
598604,1224,0.05
607257,1075,0.05
619493,919,0.05
627264,1020,0.05
636063,2029,0.05
645215,1141,0.05
654465,2307,0.05
666437,927,0.05
674333,1943,0.05
686312,1540,0.05
694242,4122,0.05
707680,660,0.05
720568,940,0.05
727749,1279,0.05
738770,906,0.05
746005,1415,0.05
746005,1415,0.05
775568,1764,0.05
788790,1078,0.05
798713,1331,0.05
809220,1632,0.05
819074,2754,0.05
827303,1653,0.05
835532,648,0.05
845887,2205,0.05
857018,682,0.05
867317,3983,0.05
880108,2224,0.05
893497,1011,0.05
903289,851,0.05
915789,1311,0.05
925080,1292,0.05
933490,4938,0.05
947858,5746,0.05
963344,1228,0.05
974038,1582,0.05
984913,1627,0.05
984913,1627,0.05
1063412,3504,0.05
1073405,2166,0.05
1084301,1718,0.05
1094012,1863,0.05
1103377,1907,0.05
1112585,1011,0.05
1121953,1611,0.05
1132238,1158,0.05
1140641,3851,0.05
1149960,2756,0.05
1157890,1794,0.05
1167606,1038,0.05
1178814,1381,0.05
1188286,1310,0.05
1197272,1603,0.05
1205202,2202,0.05
1213557,950,0.05
1221438,981,0.05
1231564,2488,0.05
1239980,896,0.05
1239980,896,0.05
