mjd,mag,magerr
181575,1161,0.05
188010,2193,0.05
197106,1300,0.05
205385,1614,0.05
211010,1430,0.05
216179,1168,0.05
225288,1837,0.05
230317,830,0.05
235798,483,0.05
243476,2016,0.05
248769,554,0.05
256966,635,0.05
261765,659,0.05
265412,368,0.05
267838,401,0.05
270253,348,0.05
273339,331,0.05
277153,332,0.05
279883,358,0.05
282447,336,0.05
282447,336,0.05
293978,1169,0.05
297607,438,0.05
301558,357,0.05
309886,374,0.05
312702,375,0.05
321253,2139,0.05
327584,435,0.05
330996,256,0.05
334109,298,0.05
338898,363,0.05
342646,325,0.05
346524,253,0.05
353880,857,0.05
357079,334,0.05
361906,390,0.05
367249,221,0.05
371701,354,0.05
376263,370,0.05
379374,252,0.05
382757,332,0.05
382757,332,0.05
388451,302,0.05
391217,289,0.05
394781,291,0.05
398328,335,0.05
401611,232,0.05
405061,234,0.05
411718,1041,0.05
419218,1414,0.05
429210,1467,0.05
437495,1238,0.05
445935,1675,0.05
454261,1793,0.05
459542,237,0.05
462135,158,0.05
469820,1390,0.05
476267,1922,0.05
486212,957,0.05
496040,373,0.05
505064,2700,0.05
510662,290,0.05
510662,290,0.05
519942,1981,0.05
525840,207,0.05
531149,79,0.05
534679,140,0.05
539383,267,0.05
542395,161,0.05
545776,133,0.05
549342,108,0.05
552285,88,0.05
555299,368,0.05
558466,104,0.05
564032,422,0.05
566847,409,0.05
569605,155,0.05
573622,179,0.05
576524,175,0.05
581255,220,0.05
584786,5,0.05
586945,248,0.05
589831,167,0.05
589831,167,0.05
