mjd,mag,magerr
286922,2297,0.05
297002,3292,0.05
307318,3189,0.05
320739,1975,0.05
333252,3620,0.05
345585,1317,0.05
355935,1067,0.05
365170,2526,0.05
376919,2933,0.05
392619,1421,0.05
405152,1279,0.05
420252,2401,0.05
435352,3063,0.05
448136,3990,0.05
462386,2761,0.05
475222,2843,0.05
490219,1666,0.05
498036,3276,0.05
510170,1825,0.05
523838,1717,0.05
523838,1717,0.05
547786,2015,0.05
561970,2550,0.05
573560,4588,0.05
587521,1239,0.05
600087,1474,0.05
611586,2897,0.05
625637,3302,0.05
641249,2781,0.05
652655,2033,0.05
665671,1619,0.05
679287,2182,0.05
693863,1372,0.05
707912,4688,0.05
719604,1622,0.05
728790,2736,0.05
737176,2251,0.05
746389,2460,0.05
760746,3032,0.05
772091,1831,0.05
785305,1784,0.05
785305,1784,0.05
804489,1102,0.05
812190,1458,0.05
820901,2475,0.05
831305,2002,0.05
841955,3608,0.05
852876,1478,0.05
862808,1792,0.05
872549,1721,0.05
887855,1643,0.05
896398,4796,0.05
907806,2834,0.05
920139,3149,0.05
930289,1404,0.05
938872,2024,0.05
947646,4258,0.05
958856,964,0.05
967672,2944,0.05
978709,2395,0.05
991727,3569,0.05
1003039,1133,0.05
1003039,1133,0.05
1222330,1733,0.05
1229124,1317,0.05
1237407,5041,0.05
1248275,1772,0.05
1254880,3077,0.05
1265850,3418,0.05
1274907,2444,0.05
1282416,1429,0.05
1291348,1802,0.05
1298729,1458,0.05
1304727,1775,0.05
1313583,1601,0.05
1325424,1563,0.05
1338240,2521,0.05
1346493,1144,0.05
1353774,2075,0.05
1362741,1661,0.05
1373243,4908,0.05
1385327,1474,0.05
1393753,1342,0.05
1393753,1342,0.05
