mjd,mag,magerr
40461,187,0.05
41876,210,0.05
43425,226,0.05
44958,215,0.05
46508,242,0.05
48239,241,0.05
49774,217,0.05
51371,211,0.05
53005,216,0.05
55119,211,0.05
61697,220,0.05
64016,246,0.05
65943,230,0.05
69745,225,0.05
71632,169,0.05
73378,231,0.05
75647,2494,0.05
79859,256,0.05
81809,215,0.05
83474,245,0.05
83474,245,0.05
93070,225,0.05
95036,264,0.05
96951,287,0.05
98884,269,0.05
100867,570,0.05
103362,288,0.05
105165,235,0.05
106968,227,0.05
108765,243,0.05
110662,228,0.05
112378,212,0.05
114744,236,0.05
118710,268,0.05
120878,267,0.05
122829,228,0.05
124990,225,0.05
127105,198,0.05
129004,218,0.05
130720,215,0.05
132736,250,0.05
132736,250,0.05
138150,199,0.05
139834,276,0.05
141649,253,0.05
143699,674,0.05
147380,217,0.05
149546,240,0.05
151411,241,0.05
153360,252,0.05
155229,231,0.05
157158,314,0.05
159607,193,0.05
161556,248,0.05
163574,506,0.05
166454,504,0.05
169270,289,0.05
171601,242,0.05
173550,252,0.05
178938,784,0.05
181883,336,0.05
184448,298,0.05
184448,298,0.05
189361,244,0.05
191361,291,0.05
193428,236,0.05
195425,250,0.05
197308,258,0.05
199240,290,0.05
201272,242,0.05
203272,276,0.05
210419,247,0.05
212384,253,0.05
214450,252,0.05
216784,263,0.05
220348,248,0.05
222280,231,0.05
224479,286,0.05
228350,245,0.05
230395,270,0.05
232408,269,0.05
237497,282,0.05
239640,234,0.05
239640,234,0.05
