mjd,mag,magerr
105891,313,0.05
108719,1735,0.05
114954,1296,0.05
122188,469,0.05
124532,172,0.05
126250,391,0.05
129985,531,0.05
132282,328,0.05
134125,219,0.05
135735,234,0.05
137391,391,0.05
139625,594,0.05
141938,328,0.05
143875,1016,0.05
146344,391,0.05
148422,282,0.05
150938,562,0.05
153094,438,0.05
155250,188,0.05
156954,375,0.05
156954,375,0.05
161032,359,0.05
162860,312,0.05
164657,265,0.05
166313,328,0.05
168282,734,0.05
171032,1015,0.05
173829,468,0.05
176094,391,0.05
177969,281,0.05
180625,313,0.05
182375,219,0.05
184032,265,0.05
185766,313,0.05
187532,281,0.05
190282,250,0.05
192000,250,0.05
193813,266,0.05
195532,890,0.05
198735,390,0.05
201235,344,0.05
201235,344,0.05
205360,265,0.05
206985,265,0.05
208813,297,0.05
210454,312,0.05
212282,250,0.05
213875,250,0.05
215407,172,0.05
216954,328,0.05
219079,671,0.05
221157,859,0.05
224282,172,0.05
226485,265,0.05
228438,344,0.05
230516,375,0.05
232610,234,0.05
234375,266,0.05
236250,235,0.05
238063,297,0.05
240094,328,0.05
242297,266,0.05
242297,266,0.05
246188,328,0.05
248016,266,0.05
249907,250,0.05
251454,296,0.05
253079,281,0.05
254594,313,0.05
256250,344,0.05
257829,171,0.05
259438,172,0.05
261047,125,0.05
262579,281,0.05
264125,313,0.05
265782,265,0.05
267438,359,0.05
269954,171,0.05
271250,157,0.05
272704,343,0.05
274329,281,0.05
275891,328,0.05
277500,282,0.05
277500,282,0.05
