mjd,mag,magerr
327303,4942,0.05
343340,3650,0.05
360675,13278,0.05
384072,8157,0.05
403893,7366,0.05
424076,8047,0.05
443759,6294,0.05
462057,6717,0.05
479529,3890,0.05
498813,4744,0.05
520161,6154,0.05
536410,4167,0.05
554078,4582,0.05
576493,6017,0.05
592317,3454,0.05
606022,9251,0.05
625335,4586,0.05
640374,3795,0.05
660676,7055,0.05
680925,9481,0.05
680925,9481,0.05
752266,2511,0.05
763056,6021,0.05
779076,11054,0.05
800159,3490,0.05
817690,5242,0.05
832248,13620,0.05
859209,8015,0.05
881924,4552,0.05
894262,4976,0.05
919841,13482,0.05
948146,8757,0.05
969399,14907,0.05
996244,3802,0.05
1011980,7049,0.05
1027317,7614,0.05
1055456,4057,0.05
1067896,9328,0.05
1085550,6269,0.05
1098687,5550,0.05
1117709,1886,0.05
1117709,1886,0.05
1151612,7540,0.05
1165665,6071,0.05
1182716,3892,0.05
1198325,4349,0.05
1209565,7905,0.05
1230858,3681,0.05
1244134,4325,0.05
1258360,4361,0.05
1277873,2993,0.05
1297103,2945,0.05
1313676,5824,0.05
1329329,4628,0.05
1350429,8212,0.05
1364662,9833,0.05
1386747,7811,0.05
1404681,5068,0.05
1426777,5570,0.05
1442917,6072,0.05
1455319,10072,0.05
1484016,7892,0.05
1484016,7892,0.05
1544263,11695,0.05
1563932,9097,0.05
1580184,3298,0.05
1592724,3940,0.05
1609743,2561,0.05
1622833,7242,0.05
1646895,7821,0.05
1663427,17782,0.05
1700533,3583,0.05
1712789,4244,0.05
1730987,4247,0.05
1743460,9599,0.05
1770288,13008,0.05
1798198,3268,0.05
1809689,3565,0.05
1821606,5258,0.05
1833738,7918,0.05
1853184,6629,0.05
1869304,3949,0.05
1884608,3978,0.05
1884608,3978,0.05
