mjd,mag,magerr
328185,5881,0.05
345675,8213,0.05
371935,8539,0.05
391001,4589,0.05
405975,5856,0.05
421620,3631,0.05
441726,3220,0.05
455729,4691,0.05
473738,2392,0.05
486164,3746,0.05
503905,1517,0.05
513178,1926,0.05
524313,1934,0.05
543982,3236,0.05
559980,2069,0.05
572355,2128,0.05
584043,2445,0.05
604836,1392,0.05
614797,1000,0.05
621504,2254,0.05
621504,2254,0.05
693090,2413,0.05
701760,2143,0.05
713749,2378,0.05
726209,2416,0.05
740244,1463,0.05
763335,3234,0.05
772356,1918,0.05
780556,3078,0.05
788974,4005,0.05
808057,1713,0.05
818823,4726,0.05
831920,1119,0.05
837812,1784,0.05
853014,1214,0.05
860242,2082,0.05
871914,2527,0.05
883886,1507,0.05
895926,3335,0.05
906138,2349,0.05
917004,3485,0.05
917004,3485,0.05
982318,1552,0.05
991390,1343,0.05
997964,2349,0.05
1016711,2466,0.05
1028684,1912,0.05
1036901,6883,0.05
1055732,2820,0.05
1064871,2140,0.05
1075318,1752,0.05
1085547,1548,0.05
1100018,1597,0.05
1107363,3260,0.05
1122036,2471,0.05
1130990,3327,0.05
1149554,2523,0.05
1160974,2343,0.05
1173332,1127,0.05
1180844,2641,0.05
1190335,3092,0.05
1208915,4230,0.05
1208915,4230,0.05
1259255,3483,0.05
1273207,3409,0.05
1283670,2438,0.05
1300908,2147,0.05
1313485,2250,0.05
1324519,2728,0.05
1335285,1682,0.05
1346822,1922,0.05
1355156,3154,0.05
1366776,5148,0.05
1381298,2961,0.05
1399274,4192,0.05
1413880,3220,0.05
1426607,4701,0.05
1441666,1883,0.05
1451895,3458,0.05
1464220,1484,0.05
1473409,4499,0.05
1495711,1375,0.05
1505689,1366,0.05
1505689,1366,0.05
