mjd,mag,magerr
299711,1397,0.05
311510,2814,0.05
323538,1418,0.05
331899,1305,0.05
344322,1618,0.05
355301,1287,0.05
368308,2656,0.05
384870,2070,0.05
398238,1822,0.05
411259,3905,0.05
429807,1197,0.05
437911,1605,0.05
449217,1155,0.05
461335,1341,0.05
470390,4342,0.05
484543,2181,0.05
496765,1047,0.05
507313,1363,0.05
517723,1169,0.05
525751,3973,0.05
525751,3973,0.05
562521,1387,0.05
571257,1499,0.05
580972,1320,0.05
591431,1365,0.05
599833,1499,0.05
608333,1071,0.05
620417,915,0.05
628284,1240,0.05
638097,1027,0.05
646361,1291,0.05
656777,1331,0.05
667367,1125,0.05
676277,879,0.05
687854,766,0.05
698367,989,0.05
708346,1298,0.05
721513,1339,0.05
729033,1235,0.05
739679,525,0.05
747422,1702,0.05
747422,1702,0.05
777339,1665,0.05
789873,1563,0.05
800047,2045,0.05
810852,1568,0.05
821831,1205,0.05
828956,896,0.05
836185,915,0.05
848095,1773,0.05
857706,842,0.05
871303,1661,0.05
882338,3386,0.05
894511,1269,0.05
904143,789,0.05
917101,1239,0.05
926379,913,0.05
938434,2162,0.05
953608,2356,0.05
964573,927,0.05
975621,767,0.05
986545,955,0.05
986545,955,0.05
1066920,604,0.05
1075572,864,0.05
1086023,1245,0.05
1095877,639,0.05
1105287,1196,0.05
1113599,1429,0.05
1123564,976,0.05
1133398,902,0.05
1144495,1013,0.05
1152717,718,0.05
1159689,747,0.05
1168647,1205,0.05
1180196,1784,0.05
1189598,806,0.05
1198877,919,0.05
1207404,1199,0.05
1214508,751,0.05
1222424,1219,0.05
1234056,963,0.05
1240883,2137,0.05
1240883,2137,0.05
