mjd,mag,magerr
154939,4645,0.05
168419,2434,0.05
177684,2990,0.05
185249,4373,0.05
195829,10562,0.05
211893,2775,0.05
223773,5179,0.05
234770,10232,0.05
252249,5316,0.05
264713,2401,0.05
273112,3625,0.05
279793,2601,0.05
285142,3760,0.05
291007,2808,0.05
299071,2349,0.05
308119,1932,0.05
314468,2748,0.05
320300,4831,0.05
329981,2130,0.05
336246,2283,0.05
336246,2283,0.05
346943,5171,0.05
357907,2597,0.05
365757,6300,0.05
377353,3049,0.05
387250,2333,0.05
396548,2375,0.05
407312,4825,0.05
418843,976,0.05
425958,2587,0.05
435022,4811,0.05
443120,6460,0.05
452268,2335,0.05
456467,2210,0.05
460883,2097,0.05
467421,1755,0.05
473047,1635,0.05
477329,1975,0.05
481294,3538,0.05
487876,2078,0.05
495658,6192,0.05
495658,6192,0.05
507921,3072,0.05
516403,1988,0.05
527817,7408,0.05
542997,3877,0.05
553978,1911,0.05
558359,1939,0.05
564575,2705,0.05
576239,1744,0.05
579571,2666,0.05
587619,4973,0.05
595601,5571,0.05
609214,5279,0.05
616963,6243,0.05
629876,6510,0.05
640557,2646,0.05
649454,6144,0.05
657386,3530,0.05
665734,4415,0.05
675117,3050,0.05
679497,2123,0.05
679497,2123,0.05
685396,3086,0.05
690894,2414,0.05
694994,4648,0.05
709257,2902,0.05
713956,2822,0.05
721653,4857,0.05
733601,3413,0.05
743798,2851,0.05
752163,4519,0.05
763077,3585,0.05
773008,4028,0.05
779657,2574,0.05
789671,1994,0.05
797036,9138,0.05
808433,2834,0.05
812582,4013,0.05
820214,1988,0.05
824063,2821,0.05
829078,2467,0.05
839576,3892,0.05
839576,3892,0.05
