mjd,mag,magerr
176096,1226,0.05
183341,1149,0.05
190838,2734,0.05
199034,2299,0.05
207627,1444,0.05
213075,1162,0.05
217971,3519,0.05
227747,918,0.05
231780,1965,0.05
236909,3131,0.05
246117,1706,0.05
249984,3038,0.05
258226,2207,0.05
263025,1560,0.05
266388,880,0.05
268855,755,0.05
271204,1378,0.05
274285,1979,0.05
278113,1098,0.05
280849,959,0.05
280849,959,0.05
290938,1784,0.05
295772,981,0.05
298655,2011,0.05
302536,4129,0.05
310864,1109,0.05
313687,3894,0.05
324040,2071,0.05
328688,1567,0.05
331968,1465,0.05
335105,2898,0.05
339939,1962,0.05
343604,2355,0.05
347388,3423,0.05
355393,1147,0.05
358096,2966,0.05
362946,3746,0.05
368116,3166,0.05
372673,3044,0.05
377250,1610,0.05
380236,1428,0.05
380236,1428,0.05
385669,2067,0.05
389363,1231,0.05
392127,2071,0.05
395694,2001,0.05
399289,1754,0.05
402472,2111,0.05
405920,3035,0.05
413381,2156,0.05
421245,2450,0.05
431287,2319,0.05
439365,1522,0.05
448229,2031,0.05
456658,2133,0.05
460405,1224,0.05
462900,1468,0.05
471829,1542,0.05
478809,4114,0.05
487788,5965,0.05
497033,3718,0.05
508376,1673,0.05
508376,1673,0.05
512856,2457,0.05
522551,1991,0.05
526683,4157,0.05
531862,2447,0.05
535444,3407,0.05
540279,1783,0.05
543188,2241,0.05
546536,2465,0.05
550096,1818,0.05
552995,1844,0.05
556341,1739,0.05
559196,4453,0.05
565076,1376,0.05
567889,1263,0.05
570372,2821,0.05
574419,1649,0.05
577315,3268,0.05
582100,2078,0.05
585442,913,0.05
587810,1511,0.05
587810,1511,0.05
