mjd,mag,magerr
179784,1741,0.05
186796,1179,0.05
194723,2357,0.05
203914,1432,0.05
210047,928,0.05
215344,800,0.05
223356,1893,0.05
229310,977,0.05
235230,542,0.05
241812,1626,0.05
248339,398,0.05
255534,1397,0.05
261233,501,0.05
265040,345,0.05
267559,252,0.05
269905,327,0.05
272969,342,0.05
276788,330,0.05
279592,271,0.05
282131,294,0.05
282131,294,0.05
293465,485,0.05
297204,369,0.05
301144,376,0.05
308575,1272,0.05
312330,338,0.05
319771,1417,0.05
326674,852,0.05
330671,284,0.05
333817,252,0.05
338434,430,0.05
342309,294,0.05
346292,201,0.05
352457,1378,0.05
356805,227,0.05
361473,356,0.05
367083,138,0.05
371517,132,0.05
375971,251,0.05
379108,232,0.05
382136,590,0.05
382136,590,0.05
388085,327,0.05
390841,348,0.05
394494,249,0.05
397995,308,0.05
401327,251,0.05
404840,195,0.05
410271,1423,0.05
417184,2009,0.05
425131,4055,0.05
436226,1224,0.05
443555,2345,0.05
452098,2131,0.05
459176,331,0.05
461900,204,0.05
466006,3777,0.05
475201,1029,0.05
484396,1790,0.05
495355,644,0.05
502764,2265,0.05
510400,235,0.05
510400,235,0.05
518076,1837,0.05
525523,281,0.05
531015,105,0.05
534530,123,0.05
539145,204,0.05
542289,81,0.05
545637,111,0.05
549185,127,0.05
552106,127,0.05
555071,197,0.05
558283,145,0.05
563849,152,0.05
566657,155,0.05
569388,186,0.05
573504,89,0.05
576345,140,0.05
581005,223,0.05
584731,17,0.05
586709,211,0.05
589605,200,0.05
589605,200,0.05
