mjd,mag,magerr
309675,4567,0.05
324944,5699,0.05
344327,6619,0.05
363526,3255,0.05
385205,5005,0.05
403239,5611,0.05
427566,3388,0.05
442602,4272,0.05
457389,2307,0.05
471326,3974,0.05
483198,6077,0.05
498101,2252,0.05
511888,3962,0.05
529172,3694,0.05
539912,5112,0.05
554849,6996,0.05
571916,3308,0.05
583389,3061,0.05
593130,3549,0.05
606550,5672,0.05
606550,5672,0.05
654174,3326,0.05
664964,3180,0.05
676703,4191,0.05
687759,2071,0.05
697600,2323,0.05
707374,6096,0.05
723243,3435,0.05
734616,2148,0.05
742209,4119,0.05
753268,3411,0.05
763755,5746,0.05
776144,6392,0.05
790997,4053,0.05
804019,4680,0.05
822787,6257,0.05
837771,1690,0.05
850309,1579,0.05
861616,2158,0.05
869941,7743,0.05
885344,4891,0.05
885344,4891,0.05
917281,3077,0.05
927721,2831,0.05
937063,3860,0.05
954996,5721,0.05
968267,3289,0.05
978774,4230,0.05
988831,6253,0.05
1000404,8978,0.05
1017921,3443,0.05
1029677,3295,0.05
1041083,3811,0.05
1051390,3970,0.05
1063512,3772,0.05
1075801,9058,0.05
1095599,2377,0.05
1106656,4701,0.05
1120027,13927,0.05
1139992,3544,0.05
1150055,3186,0.05
1162554,4097,0.05
1162554,4097,0.05
1175509,3656,0.05
1186715,2850,0.05
1196157,6041,0.05
1208662,2484,0.05
1218286,1951,0.05
1228477,4199,0.05
1238917,3302,0.05
1249324,2444,0.05
1258549,4503,0.05
1269557,3902,0.05
1279613,3803,0.05
1291069,2769,0.05
1302942,4424,0.05
1316779,4336,0.05
1327202,2782,0.05
1336827,1884,0.05
1350714,6221,0.05
1368298,7331,0.05
1385765,1795,0.05
1396871,2134,0.05
1396871,2134,0.05
