mjd,mag,magerr
174193,2364,0.05
183856,1896,0.05
193820,2151,0.05
204297,656,0.05
209411,390,0.05
218176,1843,0.05
227284,399,0.05
235319,2334,0.05
246952,3204,0.05
261269,2079,0.05
269496,1680,0.05
282503,130,0.05
288112,1672,0.05
295161,238,0.05
298508,183,0.05
301475,153,0.05
309143,2133,0.05
315986,242,0.05
320535,233,0.05
329755,222,0.05
329755,222,0.05
339097,194,0.05
342272,239,0.05
346673,220,0.05
351719,177,0.05
366217,904,0.05
371992,155,0.05
376377,155,0.05
379256,159,0.05
389174,1511,0.05
396252,352,0.05
400398,246,0.05
404129,169,0.05
408609,138,0.05
412273,186,0.05
415540,152,0.05
419606,135,0.05
423904,120,0.05
427434,151,0.05
431783,131,0.05
435530,137,0.05
435530,137,0.05
443946,142,0.05
446833,115,0.05
451324,139,0.05
455222,135,0.05
459521,136,0.05
462285,155,0.05
472235,136,0.05
474930,133,0.05
480431,151,0.05
483692,160,0.05
486457,144,0.05
489857,122,0.05
493239,132,0.05
496187,144,0.05
500987,141,0.05
507399,138,0.05
510080,142,0.05
512996,140,0.05
516760,158,0.05
520593,163,0.05
520593,163,0.05
528638,197,0.05
531800,270,0.05
534985,155,0.05
538652,294,0.05
540984,205,0.05
543497,207,0.05
546216,193,0.05
548277,222,0.05
551878,175,0.05
555062,139,0.05
557992,225,0.05
560707,166,0.05
564106,152,0.05
566873,196,0.05
569553,135,0.05
572770,141,0.05
575767,215,0.05
579781,197,0.05
582964,146,0.05
586865,203,0.05
586865,203,0.05
