mjd,mag,magerr
285691,2071,0.05
297224,3411,0.05
309578,2109,0.05
321991,3270,0.05
338842,4306,0.05
359008,2513,0.05
371848,4775,0.05
387075,3584,0.05
408458,2551,0.05
420042,2620,0.05
434242,5104,0.05
448825,2553,0.05
465442,5216,0.05
481442,5071,0.05
494025,1633,0.05
505659,3033,0.05
518557,11457,0.05
538640,4308,0.05
552174,2317,0.05
561543,1733,0.05
561543,1733,0.05
588910,2877,0.05
603224,1847,0.05
612741,3654,0.05
627913,1585,0.05
636940,3307,0.05
652259,1421,0.05
661879,1956,0.05
674125,2671,0.05
685073,4127,0.05
698356,1069,0.05
706709,2310,0.05
719523,1922,0.05
732024,1158,0.05
742758,1918,0.05
752373,3560,0.05
766875,26317,0.05
800761,1295,0.05
809875,2549,0.05
822391,11135,0.05
841741,3613,0.05
841741,3613,0.05
869558,1475,0.05
878823,3527,0.05
892275,3132,0.05
904957,5716,0.05
918057,3582,0.05
928824,1404,0.05
936759,2765,0.05
947408,2345,0.05
961124,1960,0.05
991907,1567,0.05
1005224,2514,0.05
1014524,2147,0.05
1021841,2316,0.05
1031308,2243,0.05
1039277,2835,0.05
1048477,1168,0.05
1055822,11160,0.05
1078758,2388,0.05
1088610,3077,0.05
1106491,984,0.05
1106491,984,0.05
1115208,1043,0.05
1121389,1543,0.05
1132341,1968,0.05
1141224,3771,0.05
1154925,6078,0.05
1167922,1070,0.05
1174273,2077,0.05
1181659,2921,0.05
1190191,2627,0.05
1204757,1912,0.05
1214125,3182,0.05
1227308,418,0.05
1233291,3322,0.05
1276607,4238,0.05
1291558,2248,0.05
1303773,1325,0.05
1311890,1068,0.05
1320707,2457,0.05
1337274,5452,0.05
1351591,2720,0.05
1351591,2720,0.05
