mjd,mag,magerr
338777,4024,0.05
356547,3581,0.05
381428,2078,0.05
400991,2342,0.05
417278,6236,0.05
438313,4863,0.05
458243,3257,0.05
477414,1548,0.05
490802,7426,0.05
517645,1927,0.05
532366,3475,0.05
549868,3616,0.05
567118,8837,0.05
590431,1318,0.05
603074,2398,0.05
622404,2388,0.05
635965,3854,0.05
653629,6496,0.05
675655,4695,0.05
703703,2084,0.05
703703,2084,0.05
761191,1292,0.05
774333,4186,0.05
795263,4370,0.05
813410,3699,0.05
829563,2120,0.05
854630,4042,0.05
878557,2737,0.05
891147,2543,0.05
906370,12896,0.05
938205,9373,0.05
963654,5192,0.05
993166,2498,0.05
1008018,3398,0.05
1024757,2003,0.05
1045035,9885,0.05
1065814,1546,0.05
1084019,967,0.05
1097174,957,0.05
1113162,3974,0.05
1125366,900,0.05
1125366,900,0.05
1163335,1757,0.05
1176488,5659,0.05
1196109,1645,0.05
1207549,1432,0.05
1222565,7756,0.05
1241106,2454,0.05
1255022,2795,0.05
1275823,1511,0.05
1287371,9191,0.05
1310475,2626,0.05
1326999,1761,0.05
1346933,2949,0.05
1362685,1405,0.05
1383799,2367,0.05
1401452,2630,0.05
1421299,4934,0.05
1440386,1951,0.05
1452675,2075,0.05
1480585,2876,0.05
1496851,1337,0.05
1496851,1337,0.05
1561197,2186,0.05
1577869,1744,0.05
1587413,4746,0.05
1603281,5875,0.05
1619784,2509,0.05
1638848,7470,0.05
1660430,2460,0.05
1698119,1836,0.05
1710155,2057,0.05
1727844,2599,0.05
1740962,1960,0.05
1761461,8286,0.05
1796086,1565,0.05
1807358,1776,0.05
1819096,1901,0.05
1830589,2580,0.05
1847589,5017,0.05
1866645,2100,0.05
1877948,6079,0.05
1904108,13815,0.05
1904108,13815,0.05
