mjd,mag,magerr
289227,2573,0.05
300308,1688,0.05
310520,4308,0.05
322718,3093,0.05
336923,1604,0.05
346944,3591,0.05
357009,3546,0.05
367702,3065,0.05
379857,2196,0.05
394054,5052,0.05
406436,2335,0.05
422659,5096,0.05
438421,1964,0.05
452128,2270,0.05
465153,2565,0.05
478069,4187,0.05
491950,1425,0.05
501333,2876,0.05
512003,4037,0.05
525558,2279,0.05
525558,2279,0.05
549804,2351,0.05
564536,5368,0.05
578154,1898,0.05
588782,3661,0.05
601563,3375,0.05
614487,2636,0.05
628942,2733,0.05
644148,2830,0.05
654694,1939,0.05
667306,3786,0.05
681471,6588,0.05
695237,972,0.05
712605,1936,0.05
721250,2202,0.05
731538,1671,0.05
739441,1219,0.05
748858,7243,0.05
763788,1260,0.05
773926,5230,0.05
787101,3177,0.05
787101,3177,0.05
805604,693,0.05
813654,2456,0.05
823381,3032,0.05
833310,4216,0.05
845571,2445,0.05
854356,2391,0.05
864608,2285,0.05
874281,2426,0.05
889510,3236,0.05
901196,1568,0.05
910656,1715,0.05
923293,3122,0.05
931705,1484,0.05
940906,2943,0.05
951906,1547,0.05
959822,1145,0.05
970622,1468,0.05
981106,3011,0.05
995306,1960,0.05
1004207,2472,0.05
1004207,2472,0.05
1224073,1002,0.05
1230457,2657,0.05
1242450,2339,0.05
1250057,1797,0.05
1257973,1384,0.05
1269273,2283,0.05
1277357,1784,0.05
1283857,1953,0.05
1293160,2272,0.05
1300200,1516,0.05
1306507,2362,0.05
1315190,3302,0.05
1326991,3246,0.05
1340768,1823,0.05
1347641,1466,0.05
1355862,1858,0.05
1364407,2209,0.05
1378158,1968,0.05
1386807,1572,0.05
1395107,1868,0.05
1395107,1868,0.05
