mjd,mag,magerr
290205,5319,0.05
301621,5071,0.05
314836,3672,0.05
325468,3168,0.05
333718,5934,0.05
346454,5654,0.05
357100,4808,0.05
371475,7873,0.05
387453,7607,0.05
400571,4321,0.05
415676,10808,0.05
431516,4104,0.05
440029,4511,0.05
450884,5864,0.05
463189,3111,0.05
475244,3512,0.05
487237,7183,0.05
498321,5099,0.05
509188,5416,0.05
519404,2176,0.05
519404,2176,0.05
553869,4391,0.05
564417,2027,0.05
573264,4220,0.05
582806,4382,0.05
593306,3370,0.05
601840,3804,0.05
609917,8159,0.05
621840,4364,0.05
630035,2593,0.05
639632,2548,0.05
648159,2589,0.05
658617,3339,0.05
668999,3445,0.05
677666,7378,0.05
689131,3465,0.05
699867,5513,0.05
710152,4652,0.05
723360,3052,0.05
730777,1715,0.05
740721,2803,0.05
740721,2803,0.05
769721,4491,0.05
779512,7340,0.05
791950,5598,0.05
802602,5530,0.05
812929,3987,0.05
823546,2154,0.05
830366,3542,0.05
837609,7387,0.05
850379,5577,0.05
859060,5920,0.05
873477,5215,0.05
886233,5275,0.05
896289,6099,0.05
905441,8059,0.05
918851,4513,0.05
927809,3866,0.05
941108,4936,0.05
956476,4584,0.05
966010,7049,0.05
976899,3113,0.05
976899,3113,0.05
1057273,3771,0.05
1068030,2901,0.05
1076947,5337,0.05
1087780,4400,0.05
1097023,4892,0.05
1106995,2945,0.05
1115538,4113,0.05
1125050,5874,0.05
1134807,4581,0.05
1146016,2211,0.05
1153953,2635,0.05
1160946,5018,0.05
1170362,6594,0.05
1182488,3427,0.05
1190911,2981,0.05
1200307,2329,0.05
1209112,1932,0.05
1215772,2968,0.05
1224161,5275,0.05
1235529,3347,0.05
1235529,3347,0.05
