mjd,mag,magerr
384115,3497,0.05
391563,608,0.05
399365,1204,0.05
403940,1647,0.05
409382,289,0.05
412926,362,0.05
416786,347,0.05
419615,545,0.05
422231,490,0.05
425905,474,0.05
430265,457,0.05
432611,316,0.05
434708,183,0.05
436588,376,0.05
439118,278,0.05
441084,557,0.05
444309,305,0.05
446089,238,0.05
447870,308,0.05
449949,319,0.05
449949,319,0.05
463362,451,0.05
466674,410,0.05
468756,295,0.05
471249,233,0.05
473581,446,0.05
477755,404,0.05
481766,364,0.05
484579,326,0.05
486725,400,0.05
489370,727,0.05
493464,631,0.05
496642,416,0.05
500635,509,0.05
515911,434,0.05
520886,608,0.05
524697,563,0.05
527642,628,0.05
530737,496,0.05
536711,411,0.05
539506,192,0.05
539506,192,0.05
550622,764,0.05
554233,514,0.05
557695,511,0.05
559941,525,0.05
562886,534,0.05
566031,566,0.05
570590,612,0.05
574453,568,0.05
577695,469,0.05
580757,495,0.05
583121,178,0.05
587014,537,0.05
590543,294,0.05
592521,334,0.05
594152,231,0.05
595817,176,0.05
597647,425,0.05
601460,389,0.05
604101,361,0.05
607031,512,0.05
607031,512,0.05
613005,275,0.05
616866,326,0.05
619728,208,0.05
623106,352,0.05
625718,199,0.05
628963,357,0.05
632108,200,0.05
635253,157,0.05
638232,213,0.05
640744,356,0.05
643440,468,0.05
647737,752,0.05
651261,421,0.05
653290,209,0.05
662226,223,0.05
664523,815,0.05
667285,1256,0.05
671129,435,0.05
673309,134,0.05
675024,536,0.05
675024,536,0.05
