mjd,mag,magerr
164587,905,0.05
172325,843,0.05
175719,644,0.05
180428,427,0.05
183257,207,0.05
185820,352,0.05
188699,181,0.05
191411,329,0.05
193924,235,0.05
196236,189,0.05
198732,161,0.05
200995,169,0.05
203558,232,0.05
207285,598,0.05
210530,174,0.05
213059,247,0.05
216620,967,0.05
220913,279,0.05
223343,201,0.05
225439,219,0.05
225439,219,0.05
230664,208,0.05
232744,387,0.05
234874,529,0.05
237420,194,0.05
239550,330,0.05
241763,190,0.05
243510,245,0.05
245856,233,0.05
247786,269,0.05
249816,428,0.05
252196,253,0.05
254609,180,0.05
257038,358,0.05
259868,302,0.05
262646,359,0.05
265227,296,0.05
267655,405,0.05
270783,472,0.05
273096,359,0.05
275791,185,0.05
275791,185,0.05
279253,246,0.05
281449,315,0.05
284261,182,0.05
286208,284,0.05
288588,378,0.05
291150,174,0.05
292880,230,0.05
295010,345,0.05
297373,236,0.05
299986,263,0.05
301999,229,0.05
305128,206,0.05
308039,238,0.05
310120,235,0.05
312050,187,0.05
313780,227,0.05
315877,204,0.05
318106,202,0.05
320053,238,0.05
322233,246,0.05
322233,246,0.05
326210,201,0.05
328057,786,0.05
330969,220,0.05
333299,170,0.05
335428,195,0.05
337242,267,0.05
339921,205,0.05
341868,156,0.05
343699,189,0.05
346312,182,0.05
348258,438,0.05
350721,224,0.05
352484,194,0.05
354731,470,0.05
357360,267,0.05
359723,189,0.05
361487,482,0.05
364082,194,0.05
366529,217,0.05
368592,253,0.05
368592,253,0.05
