mjd,mag,magerr
171156,2609,0.05
183153,2515,0.05
194835,2497,0.05
203702,1472,0.05
210167,2006,0.05
216549,3050,0.05
226732,3549,0.05
236280,1109,0.05
242646,3054,0.05
253879,976,0.05
261110,792,0.05
266193,771,0.05
273576,1868,0.05
279824,708,0.05
283359,1326,0.05
288440,3472,0.05
297123,258,0.05
301288,242,0.05
304854,285,0.05
308672,192,0.05
308672,192,0.05
462301,3529,0.05
472082,787,0.05
478332,1497,0.05
486049,1496,0.05
492230,1838,0.05
497947,279,0.05
501962,393,0.05
506729,212,0.05
511711,404,0.05
516061,248,0.05
520493,375,0.05
525627,712,0.05
529143,370,0.05
533992,206,0.05
537192,199,0.05
539625,270,0.05
542291,341,0.05
544174,1363,0.05
547757,770,0.05
552523,475,0.05
552523,475,0.05
558106,289,0.05
560456,204,0.05
563637,235,0.05
565738,55,0.05
568587,352,0.05
571320,288,0.05
573320,298,0.05
576354,225,0.05
578802,278,0.05
581619,231,0.05
585268,214,0.05
587885,249,0.05
590618,196,0.05
592785,1108,0.05
596484,908,0.05
599484,191,0.05
602016,202,0.05
604050,258,0.05
606249,417,0.05
611465,3051,0.05
611465,3051,0.05
618065,211,0.05
620813,263,0.05
622764,218,0.05
624880,209,0.05
626863,286,0.05
630080,260,0.05
632095,506,0.05
634878,258,0.05
637528,324,0.05
642878,2514,0.05
649293,2651,0.05
656726,4623,0.05
666775,364,0.05
670157,383,0.05
672973,591,0.05
676807,292,0.05
679740,236,0.05
682256,298,0.05
685339,245,0.05
689205,170,0.05
689205,170,0.05
