mjd,mag,magerr
105625,250,0.05
107547,1157,0.05
112500,2438,0.05
120579,1593,0.05
124313,203,0.05
125985,234,0.05
129391,578,0.05
132047,203,0.05
133938,172,0.05
135516,219,0.05
137172,203,0.05
139063,547,0.05
141704,218,0.05
143641,203,0.05
146157,172,0.05
148172,235,0.05
150375,532,0.05
152938,125,0.05
155047,188,0.05
156750,172,0.05
156750,172,0.05
160797,203,0.05
162688,156,0.05
164407,218,0.05
166094,203,0.05
168079,187,0.05
170469,547,0.05
173547,266,0.05
175750,329,0.05
177719,250,0.05
180469,141,0.05
182157,203,0.05
183813,187,0.05
185579,171,0.05
187297,219,0.05
190063,203,0.05
191797,172,0.05
193610,187,0.05
195313,187,0.05
198610,109,0.05
201047,188,0.05
201047,188,0.05
205188,156,0.05
206813,172,0.05
208579,218,0.05
210250,188,0.05
212000,266,0.05
213688,172,0.05
215219,156,0.05
216766,172,0.05
218407,672,0.05
220907,234,0.05
224141,125,0.05
226282,172,0.05
228235,172,0.05
230157,343,0.05
232391,203,0.05
234188,172,0.05
236047,172,0.05
237829,218,0.05
239844,235,0.05
242125,157,0.05
242125,157,0.05
246063,109,0.05
247844,172,0.05
249688,187,0.05
251266,172,0.05
252922,141,0.05
254422,157,0.05
256032,203,0.05
257641,156,0.05
259250,172,0.05
260766,172,0.05
262391,172,0.05
263938,156,0.05
265360,422,0.05
267235,187,0.05
269766,172,0.05
271047,188,0.05
272500,188,0.05
274141,172,0.05
275750,125,0.05
277313,156,0.05
277313,156,0.05
