mjd,mag,magerr
379681,1563,0.05
390579,472,0.05
396220,977,0.05
402942,427,0.05
407852,1235,0.05
412144,416,0.05
415688,771,0.05
418451,587,0.05
421646,260,0.05
424707,473,0.05
429368,454,0.05
432145,206,0.05
434242,231,0.05
436072,265,0.05
438069,764,0.05
440500,307,0.05
443626,380,0.05
445541,258,0.05
447271,304,0.05
449335,289,0.05
449335,289,0.05
460383,2127,0.05
466058,305,0.05
468155,333,0.05
470633,310,0.05
472765,240,0.05
475509,742,0.05
481050,266,0.05
483898,311,0.05
486242,191,0.05
488488,388,0.05
492132,592,0.05
495593,571,0.05
499720,424,0.05
515146,386,0.05
519756,610,0.05
523449,604,0.05
526563,499,0.05
529522,578,0.05
535929,334,0.05
539057,259,0.05
539057,259,0.05
549041,787,0.05
553584,322,0.05
557162,204,0.05
559308,299,0.05
561636,553,0.05
565132,292,0.05
569225,590,0.05
573770,295,0.05
576065,1211,0.05
579559,542,0.05
582669,229,0.05
584268,2392,0.05
590109,196,0.05
592061,209,0.05
593819,189,0.05
595334,205,0.05
597118,211,0.05
600891,218,0.05
603604,139,0.05
606150,239,0.05
606150,239,0.05
612307,321,0.05
616234,305,0.05
619195,268,0.05
622441,294,0.05
625286,242,0.05
628433,258,0.05
631492,230,0.05
634737,265,0.05
637699,301,0.05
640095,339,0.05
642493,679,0.05
646422,769,0.05
650578,341,0.05
652825,262,0.05
661462,521,0.05
664107,214,0.05
666629,295,0.05
670082,640,0.05
672859,231,0.05
674573,199,0.05
674573,199,0.05
