mjd,mag,magerr
39227,1229,0.05
41559,304,0.05
43060,355,0.05
44575,365,0.05
46141,362,0.05
47707,523,0.05
49456,312,0.05
50939,426,0.05
52522,478,0.05
54271,839,0.05
56301,5389,0.05
63023,982,0.05
65380,552,0.05
67080,2655,0.05
70846,772,0.05
72780,584,0.05
74579,934,0.05
79259,596,0.05
81092,707,0.05
83041,421,0.05
83041,421,0.05
92394,661,0.05
94336,697,0.05
96268,679,0.05
98235,642,0.05
100183,680,0.05
102482,869,0.05
104682,466,0.05
106398,558,0.05
108164,597,0.05
109962,689,0.05
111895,465,0.05
113595,1132,0.05
116923,1781,0.05
119942,928,0.05
122125,696,0.05
124295,686,0.05
126172,916,0.05
128455,535,0.05
130237,476,0.05
131919,809,0.05
131919,809,0.05
137285,859,0.05
139300,519,0.05
141148,497,0.05
142932,758,0.05
146946,419,0.05
148578,962,0.05
150787,617,0.05
152660,691,0.05
154630,584,0.05
156442,702,0.05
158608,985,0.05
160807,732,0.05
162873,695,0.05
165527,913,0.05
168387,879,0.05
170685,905,0.05
172851,688,0.05
177886,94,0.05
180815,1044,0.05
183580,864,0.05
183580,864,0.05
188258,1090,0.05
190627,730,0.05
192776,643,0.05
194659,764,0.05
196641,658,0.05
198674,556,0.05
200556,699,0.05
202572,683,0.05
204637,5776,0.05
211668,712,0.05
213634,800,0.05
216117,663,0.05
218065,2266,0.05
221587,677,0.05
223596,873,0.05
225811,2524,0.05
229611,778,0.05
231725,673,0.05
233828,3657,0.05
238790,836,0.05
238790,836,0.05
