mjd,mag,magerr
332249,3843,0.05
347003,4960,0.05
373964,3427,0.05
392238,4325,0.05
411268,2342,0.05
432136,3656,0.05
450066,1976,0.05
468784,5854,0.05
483425,2741,0.05
503575,7718,0.05
526323,3036,0.05
540591,5219,0.05
558678,4512,0.05
582522,5418,0.05
595781,4202,0.05
615281,4600,0.05
629931,2562,0.05
644175,3769,0.05
667734,3845,0.05
690414,4903,0.05
690414,4903,0.05
754783,4212,0.05
769085,2727,0.05
790146,2306,0.05
803657,6029,0.05
822935,2757,0.05
845887,4990,0.05
867235,2195,0.05
886486,2265,0.05
899240,5014,0.05
933326,2460,0.05
956910,2511,0.05
984320,4992,0.05
1000057,3339,0.05
1019039,3016,0.05
1034944,7562,0.05
1059519,3677,0.05
1077241,4264,0.05
1091828,2880,0.05
1104315,3920,0.05
1119606,2097,0.05
1119606,2097,0.05
1159157,2176,0.05
1171741,2833,0.05
1186612,4250,0.05
1202686,3069,0.05
1217487,3551,0.05
1234545,3911,0.05
1248461,4576,0.05
1262733,8790,0.05
1280872,2795,0.05
1300050,4033,0.05
1319504,5033,0.05
1333975,8472,0.05
1358654,2131,0.05
1374508,2286,0.05
1394575,3735,0.05
1409758,8866,0.05
1432359,4033,0.05
1448992,1390,0.05
1465398,2505,0.05
1491927,1995,0.05
1491927,1995,0.05
1555968,2258,0.05
1573040,2391,0.05
1583497,1649,0.05
1596671,3634,0.05
1612309,3514,0.05
1630088,2039,0.05
1654718,2947,0.05
1681216,6565,0.05
1704130,1249,0.05
1717039,8989,0.05
1735240,3060,0.05
1753072,5560,0.05
1783310,7089,0.05
1801478,3871,0.05
1813268,2681,0.05
1826875,1649,0.05
1841666,3358,0.05
1859818,3726,0.05
1873267,1653,0.05
1888588,10694,0.05
1888588,10694,0.05
