mjd,mag,magerr
40660,172,0.05
42093,191,0.05
43658,209,0.05
45177,226,0.05
46758,208,0.05
48489,206,0.05
50004,191,0.05
51591,222,0.05
53238,237,0.05
55337,256,0.05
61932,321,0.05
64267,283,0.05
66182,219,0.05
69980,168,0.05
71812,204,0.05
73613,210,0.05
78145,209,0.05
80126,173,0.05
82041,216,0.05
83724,230,0.05
83724,230,0.05
93303,209,0.05
95305,213,0.05
97252,229,0.05
99168,262,0.05
101448,220,0.05
103666,196,0.05
105415,207,0.05
107200,223,0.05
109013,178,0.05
110895,243,0.05
112594,228,0.05
115040,167,0.05
118991,201,0.05
121157,201,0.05
123074,238,0.05
125223,210,0.05
127307,218,0.05
129238,215,0.05
130937,241,0.05
133001,220,0.05
133001,220,0.05
138353,188,0.05
140117,235,0.05
141915,183,0.05
144417,655,0.05
147613,192,0.05
149795,231,0.05
151661,215,0.05
153627,190,0.05
155476,199,0.05
157477,317,0.05
159808,265,0.05
161808,222,0.05
164217,116,0.05
166990,297,0.05
169570,199,0.05
171852,220,0.05
173817,238,0.05
179732,240,0.05
182230,374,0.05
184762,399,0.05
184762,399,0.05
189610,222,0.05
191670,240,0.05
193675,222,0.05
195692,207,0.05
197576,216,0.05
199541,221,0.05
201522,218,0.05
203555,280,0.05
210670,211,0.05
212651,245,0.05
214717,259,0.05
217051,219,0.05
220614,208,0.05
222528,246,0.05
224779,248,0.05
228609,207,0.05
230676,230,0.05
232692,196,0.05
237790,239,0.05
239889,255,0.05
239889,255,0.05
