mjd,mag,magerr
284536,2367,0.05
293731,3266,0.05
304601,2713,0.05
317747,2982,0.05
330169,3081,0.05
340738,4841,0.05
352552,3374,0.05
362602,2558,0.05
373485,3425,0.05
386208,6405,0.05
402819,2328,0.05
416386,3858,0.05
431286,4057,0.05
445224,2899,0.05
457906,4470,0.05
470153,5067,0.05
484792,5426,0.05
495738,2284,0.05
506703,3452,0.05
518871,4961,0.05
518871,4961,0.05
542870,4903,0.05
555886,6079,0.05
572153,1402,0.05
582321,5196,0.05
594920,5161,0.05
607670,3901,0.05
621354,4275,0.05
634688,6555,0.05
649071,3573,0.05
661291,4364,0.05
673638,5635,0.05
689906,3947,0.05
701187,6708,0.05
717199,2396,0.05
725241,3537,0.05
734980,2192,0.05
742788,3599,0.05
758706,2037,0.05
769654,2434,0.05
783155,2139,0.05
783155,2139,0.05
800256,4224,0.05
808871,3302,0.05
818021,2852,0.05
828256,3039,0.05
840239,1703,0.05
850671,2203,0.05
859739,3061,0.05
870321,2224,0.05
882555,5294,0.05
894731,1641,0.05
906355,1439,0.05
916772,3365,0.05
928658,1623,0.05
936824,2033,0.05
946106,1513,0.05
955977,2869,0.05
965141,2524,0.05
975172,3529,0.05
985689,6037,0.05
999979,3047,0.05
999979,3047,0.05
1220257,2061,0.05
1227191,1918,0.05
1235166,2224,0.05
1246552,1721,0.05
1253524,1346,0.05
1262961,2887,0.05
1273365,1526,0.05
1280757,1640,0.05
1289707,1628,0.05
1297068,1656,0.05
1303424,1295,0.05
1310840,2730,0.05
1321657,3759,0.05
1333629,4593,0.05
1344892,1594,0.05
1350924,2836,0.05
1360558,2175,0.05
1369043,4191,0.05
1382102,3213,0.05
1390231,3511,0.05
1390231,3511,0.05
