mjd,mag,magerr
336096,2670,0.05
351966,4565,0.05
377398,4011,0.05
396582,4406,0.05
413617,3651,0.05
435799,2496,0.05
452048,6186,0.05
474646,2761,0.05
486173,4612,0.05
511298,6344,0.05
529370,2988,0.05
545823,4034,0.05
563208,3899,0.05
587950,2477,0.05
599995,3073,0.05
619894,2505,0.05
632498,3460,0.05
647953,5665,0.05
671585,4062,0.05
695326,8374,0.05
695326,8374,0.05
759009,2169,0.05
771819,2504,0.05
792464,2786,0.05
809696,3699,0.05
825700,3855,0.05
850883,3742,0.05
869446,9103,0.05
888767,2364,0.05
904271,2080,0.05
935790,2402,0.05
959427,4211,0.05
989329,3831,0.05
1003404,4603,0.05
1022069,2682,0.05
1042517,2504,0.05
1063237,2561,0.05
1081519,2493,0.05
1094725,2434,0.05
1108245,4902,0.05
1121721,3633,0.05
1121721,3633,0.05
1161339,1982,0.05
1174589,1895,0.05
1190879,5213,0.05
1205767,1775,0.05
1221051,1506,0.05
1238472,2629,0.05
1253040,1976,0.05
1271526,4279,0.05
1283685,3661,0.05
1304097,6374,0.05
1324551,2443,0.05
1342453,4474,0.05
1360803,1874,0.05
1376802,6991,0.05
1398319,3122,0.05
1418633,2664,0.05
1436406,3972,0.05
1450411,2257,0.05
1467913,12665,0.05
1493940,2901,0.05
1493940,2901,0.05
1558240,2949,0.05
1575438,2426,0.05
1585163,2233,0.05
1600314,2953,0.05
1615837,3937,0.05
1632141,6699,0.05
1657682,2739,0.05
1687792,10311,0.05
1705396,4742,0.05
1726042,1788,0.05
1738315,2634,0.05
1758648,2796,0.05
1790404,5675,0.05
1805361,1994,0.05
1815955,3138,0.05
1828538,2048,0.05
1845029,2558,0.05
1863563,3076,0.05
1874939,3005,0.05
1899295,4805,0.05
1899295,4805,0.05
